DrugBank IDs,Drug Name,Gene Name(Symbol),Gene Detailed Name,GeneBank Gene ID,UniprotID
DB00330,Ethambutol,embA,Probable arabinosyltransferase A,U68480,P0A560
DB00138,L-Cystine,CTNS,Cystinosin,Y15924,O60931
DB00398,Sorafenib,RAF1,RAF proto-oncogene serine/threonine-protein kinase,X03484,P04049
DB05190,NULL,RAF1,RAF proto-oncogene serine/threonine-protein kinase,X03484,P04049
DB05268,NULL,RAF1,RAF proto-oncogene serine/threonine-protein kinase,X03484,P04049
DB08896,Regorafenib,RAF1,RAF proto-oncogene serine/threonine-protein kinase,X03484,P04049
DB08912,Dabrafenib,RAF1,RAF proto-oncogene serine/threonine-protein kinase,X03484,P04049
DB00157,NADH,NDUFS8,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial",U65579,O00217
DB00120,L-Phenylalanine,FARSA,Phenylalanine--tRNA ligase alpha subunit,U07424,Q9Y285
DB00166,Lipoic Acid,LIPT1,"Lipoyltransferase 1, mitochondrial",AB017566,Q9Y234
DB04558,Phenylmercury,F5,Coagulation factor V,M16967,P12259
DB05777,NULL,F5,Coagulation factor V,M16967,P12259
DB00147,Pyridoxal,PDXK,Pyridoxal kinase,U89606,O00764
DB00165,Pyridoxine,PDXK,Pyridoxal kinase,U89606,O00764
DB03909,"Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate",PDXK,Pyridoxal kinase,U89606,O00764
DB04770,"O6-(R)-ROSCOVITINE, R-2-(6-BENZYLOXY-9-ISOPROPYL-9H-PURIN-2-YLAMINO)-BUTAN-1-OL",PDXK,Pyridoxal kinase,U89606,O00764
DB04776,"N6-METHYL-(R)-ROSCOVITINE, R-2-[6-(BENZYL-METHYL-AMINO)-9-ISOPROPYL-9H-PURIN-2-YLAMINO]-BUTAN-1-OL",PDXK,Pyridoxal kinase,U89606,O00764
DB00559,Bosentan,EDNRB,Endothelin B receptor,M74921,P24530
DB06268,Sitaxentan,EDNRB,Endothelin B receptor,M74921,P24530
DB08932,MACITENTAN,EDNRB,Endothelin B receptor,M74921,P24530
DB00157,NADH,NSDHL,"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating",U47105,Q15738
DB00185,Cevimeline,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB00193,Tramadol,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB00202,Succinylcholine,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB00246,Ziprasidone,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB00280,Disopyramide,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB00321,Amitriptyline,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB00332,Ipratropium bromide,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB00334,Olanzapine,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB00340,Metixene,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB00342,Terfenadine,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB00363,Clozapine,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB00376,Trihexyphenidyl,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB00383,Oxyphencyclimine,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB00387,Procyclidine,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB00408,Loxapine,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB00420,Promazine,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB00424,Hyoscyamine,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB00434,Cyproheptadine,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB00458,Imipramine,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB00462,Methylscopolamine bromide,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB00477,Chlorpromazine,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB00496,Darifenacin,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB00505,Tridihexethyl,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB00517,Anisotropine Methylbromide,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB00540,Nortriptyline,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB00572,Atropine,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB00622,Nicardipine,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB00715,Paroxetine,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB00725,Homatropine Methylbromide,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB00729,Diphemanil Methylsulfate,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB00747,Scopolamine,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB00767,Benzquinamide,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB00777,Propiomazine,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB00785,NULL,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB00809,Tropicamide,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB00835,Brompheniramine,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB00934,Maprotiline,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB00986,Glycopyrrolate,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB01036,Tolterodine,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB01062,Oxybutynin,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB01069,Promethazine,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB01085,Pilocarpine,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB01142,Doxepin,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB01151,Desipramine,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB01224,Quetiapine,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB01226,Mivacurium,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB01231,Diphenidol,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB01238,Aripiprazole,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB01239,Chlorprothixene,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB01337,Pancuronium,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB01338,Pipecuronium,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB01403,Methotrimeprazine,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB01409,Tiotropium,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB01591,Solifenacin,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB01625,Isopropamide,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB04843,Mepenzolate,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB04924,Itopride,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB05752,NULL,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB06702,Fesoterodine,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB06709,Methacholine,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB08897,Aclidinium,CHRM3,Muscarinic acetylcholine receptor M3,X15266,P20309
DB00119,Pyruvic acid,PKLR,Pyruvate kinase PKLR,AB015983,P30613
DB02726,2-Phosphoglycolic Acid,PKLR,Pyruvate kinase PKLR,AB015983,P30613
DB04551,"Fructose-1,6-Diphosphate",PKLR,Pyruvate kinase PKLR,AB015983,P30613
DB00761,Potassium Chloride,SLC12A5,Solute carrier family 12 member 5,AF208159,Q9H2X9
DB00887,Bumetanide,SLC12A5,Solute carrier family 12 member 5,AF208159,Q9H2X9
DB00170,Menadione,F2,Prothrombin,M17262,P00734
DB00278,Argatroban,F2,Prothrombin,M17262,P00734
DB01123,Proflavine,F2,Prothrombin,M17262,P00734
DB01766,Beta-(2-Naphthyl)-Alanine,F2,Prothrombin,M17262,P00734
DB01767,Hemi-Babim,F2,Prothrombin,M17262,P00734
DB02193,2-(2-Hydroxy-Phenyl)-1h-Benzoimidazole-5-Carboxamidine,F2,Prothrombin,M17262,P00734
DB02351,Hirulog,F2,Prothrombin,M17262,P00734
DB02723,"4-Oxo-2-Phenylmethanesulfonyl-Octahydro-Pyrrolo[1,2-a]Pyrazine-6-Carboxylic Acid [1-(N-Hydroxycarbamimidoyl)-Piperidin-4-Ylmethyl]-Amide",F2,Prothrombin,M17262,P00734
DB03136,4-Iodobenzo[B]Thiophene-2-Carboxamidine,F2,Prothrombin,M17262,P00734
DB03159,CRA_8696,F2,Prothrombin,M17262,P00734
DB03847,Gamma-Carboxy-Glutamic Acid,F2,Prothrombin,M17262,P00734
DB03865,6-Chloro-2-(2-Hydroxy-Biphenyl-3-Yl)-1h-Indole-5-Carboxamidine,F2,Prothrombin,M17262,P00734
DB04136,Lysophosphotidylserine,F2,Prothrombin,M17262,P00734
DB04591,"N-{2,2-DIFLUORO-2-[(2R)-PIPERIDIN-2-YL]ETHYL}-2-[2-(1H-1,2,4-TRIAZOL-1-YL)BENZYL][1,3]OXAZOLO[4,5-C]PYRIDIN-4-AMINE",F2,Prothrombin,M17262,P00734
DB04697,TRANS-4-(GUANIDINOMETHYL)-CYCLOHEXANE-L-YL-D-3-CYCLOHEXYLALANYL-L-AZETIDINE-2-YL-D-TYROSINYL-L-HOMOARGININAMIDE,F2,Prothrombin,M17262,P00734
DB04722,"2-(3-CHLORO-6-{[2,2-DIFLUORO-2-(1-OXIDOPYRIDIN-2-YL)ETHYL]AMINO}-1-OXIDOPYRIDIN-2-YL)-N-[1-(3-CHLOROPHENYL)ETHYL]ACETAMIDE",F2,Prothrombin,M17262,P00734
DB04771,1-GUANIDINO-4-(N-NITRO-BENZOYLAMINO-L-LEUCYL-L-PROLYLAMINO)BUTANE,F2,Prothrombin,M17262,P00734
DB04772,1-GUANIDINO-4-(N-PHENYLMETHANESULFONYL-L-LEUCYL-L-PROLYLAMINO)BUTANE,F2,Prothrombin,M17262,P00734
DB04786,Suramin,F2,Prothrombin,M17262,P00734
DB04898,Ximelagatran,F2,Prothrombin,M17262,P00734
DB05777,NULL,F2,Prothrombin,M17262,P00734
DB06695,Dabigatran etexilate,F2,Prothrombin,M17262,P00734
DB06838,methyl L-phenylalaninate,F2,Prothrombin,M17262,P00734
DB06841,D-phenylalanyl-N-[(1S)-4-{[amino(iminio)methyl]amino}-1-(chloroacetyl)butyl]-L-prolinamide,F2,Prothrombin,M17262,P00734
DB06845,(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclopentylamino)ethanoyl)pyrrolidine-2-carboxamide,F2,Prothrombin,M17262,P00734
DB06850,(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclohexylamino)ethanoyl)pyrrolidine-2-carboxamide,F2,Prothrombin,M17262,P00734
DB06853,N-cycloheptylglycyl-N-(4-carbamimidoylbenzyl)-L-prolinamide,F2,Prothrombin,M17262,P00734
DB06854,2-(2-HYDROXY-BIPHENYL)-1H-BENZOIMIDAZOLE-5-CARBOXAMIDINE,F2,Prothrombin,M17262,P00734
DB06858,N-cyclooctylglycyl-N-(4-carbamimidoylbenzyl)-L-prolinamide,F2,Prothrombin,M17262,P00734
DB06859,N-ALLYL-5-AMIDINOAMINOOXY-PROPYLOXY-3-CHLORO-N-CYCLOPENTYLBENZAMIDE,F2,Prothrombin,M17262,P00734
DB06861,6-(2-HYDROXY-CYCLOPENTYL)-7-OXO-HEPTANAMIDINE,F2,Prothrombin,M17262,P00734
DB06865,6-CARBAMIMIDOYL-2-[2-HYDROXY-6-(4-HYDROXY-PHENYL)-INDAN-1-YL]-HEXANOIC ACID,F2,Prothrombin,M17262,P00734
DB06866,6-CARBAMIMIDOYL-2-[2-HYDROXY-5-(3-METHOXY-PHENYL)-INDAN-1-YL]-HEXANOIC ACID,F2,Prothrombin,M17262,P00734
DB06868,N-(3-chlorobenzyl)-1-(4-methylpentanoyl)-L-prolinamide,F2,Prothrombin,M17262,P00734
DB06869,1-[2-AMINO-2-CYCLOHEXYL-ACETYL]-PYRROLIDINE-3-CARBOXYLIC ACID 5-CHLORO-2-(2-ETHYLCARBAMOYL-ETHOXY)-BENZYLAMIDE,F2,Prothrombin,M17262,P00734
DB06878,1-[(2R)-2-aminobutanoyl]-N-(3-chlorobenzyl)-L-prolinamide,F2,Prothrombin,M17262,P00734
DB06911,D-leucyl-N-(3-chlorobenzyl)-L-prolinamide,F2,Prothrombin,M17262,P00734
DB06919,D-phenylalanyl-N-(3-chlorobenzyl)-L-prolinamide,F2,Prothrombin,M17262,P00734
DB06929,1-butanoyl-N-(4-carbamimidoylbenzyl)-L-prolinamide,F2,Prothrombin,M17262,P00734
DB06936,N-(4-carbamimidoylbenzyl)-1-(4-methylpentanoyl)-L-prolinamide,F2,Prothrombin,M17262,P00734
DB06942,N-(4-carbamimidoylbenzyl)-1-(3-phenylpropanoyl)-L-prolinamide,F2,Prothrombin,M17262,P00734
DB06947,1-[(2R)-2-aminobutanoyl]-N-(4-carbamimidoylbenzyl)-L-prolinamide,F2,Prothrombin,M17262,P00734
DB06996,D-leucyl-N-(4-carbamimidoylbenzyl)-L-prolinamide,F2,Prothrombin,M17262,P00734
DB07005,D-phenylalanyl-N-{4-[amino(iminio)methyl]benzyl}-L-prolinamide,F2,Prothrombin,M17262,P00734
DB07016,"(3R)-8-(dioxidosulfanyl)-3-methyl-1,2,3,4-tetrahydroquinoline",F2,Prothrombin,M17262,P00734
DB07027,D-phenylalanyl-N-(3-fluorobenzyl)-L-prolinamide,F2,Prothrombin,M17262,P00734
DB07083,beta-phenyl-D-phenylalanyl-N-propyl-L-prolinamide,F2,Prothrombin,M17262,P00734
DB07088,(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclopentyloxy)ethanoyl)pyrrolidine-2-carboxamide,F2,Prothrombin,M17262,P00734
DB07091,(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclohexyloxy)ethanoyl)pyrrolidine-2-carboxamide,F2,Prothrombin,M17262,P00734
DB07095,(S)-N-(4-carbamimidoylbenzyl)-1-(3-cyclopentylpropanoyl)pyrrolidine-2-carboxamide,F2,Prothrombin,M17262,P00734
DB07105,2-[2-(4-CHLORO-PHENYLSULFANYL)-ACETYLAMINO]-3-(4-GUANIDINO-PHENYL)-PROPIONAMIDE,F2,Prothrombin,M17262,P00734
DB07120,"N4-(N,N-DIPHENYLCARBAMOYL)-AMINOGUANIDINE",F2,Prothrombin,M17262,P00734
DB07128,"N7-BUTYL-N2-(5-CHLORO-2-METHYLPHENYL)-5-METHYL[1,2,4]TRIAZOLO[1,5-A]PYRIMIDINE-2,7-DIAMINE",F2,Prothrombin,M17262,P00734
DB07131,(S)-N-(4-carbamimidoylbenzyl)-1-(3-cyclohexylpropanoyl)pyrrolidine-2-carboxamide,F2,Prothrombin,M17262,P00734
DB07133,D-phenylalanyl-N-(3-methylbenzyl)-L-prolinamide,F2,Prothrombin,M17262,P00734
DB07143,D-phenylalanyl-N-benzyl-L-prolinamide,F2,Prothrombin,M17262,P00734
DB07165,N-(5-CHLORO-BENZO[B]THIOPHEN-3-YLMETHYL)-2-[6-CHLORO-OXO-3-(2-PYRIDIN-2-YL-ETHYLAMINO)-2H-PYRAZIN-1-YL]-ACETAMIDE,F2,Prothrombin,M17262,P00734
DB07190,3-cyclohexyl-D-alanyl-N-(3-chlorobenzyl)-L-prolinamide,F2,Prothrombin,M17262,P00734
DB07211,(2R)-2-(5-CHLORO-2-THIENYL)-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}PROPENE-1-SULFONAMIDE,F2,Prothrombin,M17262,P00734
DB07277,2-(5-CHLORO-2-THIENYL)-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}ETHANESULFONAMIDE,F2,Prothrombin,M17262,P00734
DB07278,2-(5-CHLORO-2-THIENYL)-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}ETHENESULFONAMIDE,F2,Prothrombin,M17262,P00734
DB07279,N-ETHYL-N-ISOPROPYL-3-METHYL-5-{[(2S)-2-(PYRIDIN-4-YLAMINO)PROPYL]OXY}BENZAMIDE,F2,Prothrombin,M17262,P00734
DB07353,"4-(2,5-DIAMINO-5-HYDROXY-PENTYL)-PHENOL",F2,Prothrombin,M17262,P00734
DB07366,2-[N'-(4-AMINO-BUTYL)-HYDRAZINOCARBONYL]-PYRROLIDINE-1-CARBOXYLIC ACID BENZYL ESTER,F2,Prothrombin,M17262,P00734
DB07376,5-(DIMETHYLAMINO)-1-NAPHTHALENESULFONIC ACID(DANSYL ACID),F2,Prothrombin,M17262,P00734
DB07400,1-ETHOXYCARBONYL-D-PHE-PRO-2(4-AMINOBUTYL)HYDRAZINE,F2,Prothrombin,M17262,P00734
DB07440,4-TERT-BUTYLBENZENESULFONIC ACID,F2,Prothrombin,M17262,P00734
DB07461,"3-AMINO-3-BENZYL-9-CARBOXAMIDE[4.3.0]BICYCLO-1,6-DIAZANONAN-2-ONE",F2,Prothrombin,M17262,P00734
DB07508,4-(5-BENZENESULFONYLAMINO-1-METHYL-1H-BENZOIMIDAZOL-2-YLMETHYL)-BENZAMIDINE,F2,Prothrombin,M17262,P00734
DB07515,"1-(2-{[(6-AMINO-2-METHYLPYRIDIN-3-YL)METHYL]AMINO}ETHYL)-6-CHLORO-3-[(2,2-DIFLUORO-2-PYRIDIN-2-YLETHYL)AMINO]-1,4-DIHYDROPYRAZIN-2-OL",F2,Prothrombin,M17262,P00734
DB07521,"6-CHLORO-1-(2-{[(5-CHLORO-1-BENZOTHIEN-3-YL)METHYL]AMINO}ETHYL)-3-[(2-PYRIDIN-2-YLETHYL)AMINO]-1,4-DIHYDROPYRAZIN-2-OL",F2,Prothrombin,M17262,P00734
DB07522,"N-[(2R,3S)-3-AMINO-2-HYDROXY-4-PHENYLBUTYL]NAPHTHALENE-2-SULFONAMIDE",F2,Prothrombin,M17262,P00734
DB07527,"N-[(2R,3S)-3-AMINO-2-HYDROXY-4-PHENYLBUTYL]-4-METHOXY-2,3,6-TRIMETHYLBENZENESULFONAMIDE",F2,Prothrombin,M17262,P00734
DB07548,"2-(6-CHLORO-3-{[2,2-DIFLUORO-2-(2-PYRIDINYL)ETHYL]AMINO}-2-OXO-1(2H)-PYRAZINYL)-N-[(2-FLUORO-6-PYRIDINYL)METHYL]ACETAMIDE",F2,Prothrombin,M17262,P00734
DB07549,"2-(6-CHLORO-3-{[2,2-DIFLUORO-2-(2-PYRIDINYL)ETHYL]AMINO}-2-OXO-1(2H)-PYRAZINYL)-N-[(2-FLUORO-3-METHYL-6-PYRIDINYL)METHYL]ACETAMIDE",F2,Prothrombin,M17262,P00734
DB07550,"2-(6-CHLORO-3-{[2,2-DIFLUORO-2-(1-OXIDO-2-PYRIDINYL)ETHYL]AMINO}-2-OXO-1(2H)-PYRAZINYL)-N-[(2-FLUOROPHENYL)METHYL]ACETAMIDE",F2,Prothrombin,M17262,P00734
DB07639,3-(7-DIAMINOMETHYL-NAPHTHALEN-2-YL)-PROPIONIC ACID ETHYL ESTER,F2,Prothrombin,M17262,P00734
DB07658,AC-(D)PHE-PRO-BOROLYS-OH,F2,Prothrombin,M17262,P00734
DB07659,AC-(D)PHE-PRO-BOROHOMOLYS-OH,F2,Prothrombin,M17262,P00734
DB07660,AC-(D)PHE-PRO-BOROHOMOORNITHINE-OH,F2,Prothrombin,M17262,P00734
DB07665,"N-[2-(carbamimidamidooxy)ethyl]-2-{6-cyano-3-[(2,2-difluoro-2-pyridin-2-ylethyl)amino]-2-fluorophenyl}acetamide",F2,Prothrombin,M17262,P00734
DB07718,3-(4-HYDROXY-PHENYL)PYRUVIC ACID,F2,Prothrombin,M17262,P00734
DB07741,"4-(1R,3AS,4R,8AS,8BR)-[1-DIFLUOROMETHYL-2-(4-FLUOROBENZYL)-3-OXODECAHYDROPYRROLO[3,4-A]PYRROLIZIN-4-YL]BENZAMIDINE",F2,Prothrombin,M17262,P00734
DB07796,"(3ASR,4RS,8ASR,8BRS)-4-(2-(4-FLUOROBENZYL)-1,3-DIOXODEACAHYDROPYRROLO[3,4-A] PYRROLIZIN-4-YL)BENZAMIDINE",F2,Prothrombin,M17262,P00734
DB07809,4-({[4-(3-METHYLBENZOYL)PYRIDIN-2-YL]AMINO}METHYL)BENZENECARBOXIMIDAMIDE,F2,Prothrombin,M17262,P00734
DB07897,1-(HYDROXYMETHYLENEAMINO)-8-HYDROXY-OCTANE,F2,Prothrombin,M17262,P00734
DB07934,[[CYCLOHEXANESULFONYL-GLYCYL]-3[PYRIDIN-4-YL-AMINOMETHYL]ALANYL]PIPERIDINE,F2,Prothrombin,M17262,P00734
DB07944,N-{3-METHYL-5-[2-(PYRIDIN-4-YLAMINO)-ETHOXY]-PHENYL}-BENZENESULFONAMIDE,F2,Prothrombin,M17262,P00734
DB07946,"N-[2-({[amino(imino)methyl]amino}oxy)ethyl]-2-{6-chloro-3-[(2,2-difluoro-2-phenylethyl)amino]-2-fluorophenyl}acetamide",F2,Prothrombin,M17262,P00734
DB08061,4-[3-(4-CHLOROPHENYL)-1H-PYRAZOL-5-YL]PIPERIDINE,F2,Prothrombin,M17262,P00734
DB08062,"3-(4-CHLOROPHENYL)-5-(METHYLTHIO)-4H-1,2,4-TRIAZOLE",F2,Prothrombin,M17262,P00734
DB08152,{(2S)-1-[N-(tert-butoxycarbonyl)glycyl]pyrrolidin-2-yl}methyl (3-chlorophenyl)acetate,F2,Prothrombin,M17262,P00734
DB08187,METHYL-PHE-PRO-AMINO-CYCLOHEXYLGLYCINE,F2,Prothrombin,M17262,P00734
DB08254,2-NAPHTHALENESULFONIC ACID,F2,Prothrombin,M17262,P00734
DB08422,[PHENYLALANINYL-PROLINYL]-[2-(PYRIDIN-4-YLAMINO)-ETHYL]-AMINE,F2,Prothrombin,M17262,P00734
DB08546,"4-[(3AS,4R,7R,8AS,8BR)-2-(1,3-BENZODIOXOL-5-YLMETHYL)-7-HYDROXY-1,3-DIOXODECAHYDROPYRROLO[3,4-A]PYRROLIZIN-4-YL]BENZENECARBOXIMIDAMIDE",F2,Prothrombin,M17262,P00734
DB08624,BENZOTHIAZOLE,F2,Prothrombin,M17262,P00734
DB00895,Benzylpenicilloyl Polylysine,FCER1G,High affinity immunoglobulin epsilon receptor subunit gamma,M33195,P30273
DB00855,Aminolevulinic acid,ALAD,Delta-aminolevulinic acid dehydratase,M13928,P13716
DB02068,Delta-Amino Valeric Acid,ALAD,Delta-aminolevulinic acid dehydratase,M13928,P13716
DB02239,Laevulinic Acid,ALAD,Delta-aminolevulinic acid dehydratase,M13928,P13716
DB02260,4-Oxosebacic Acid,ALAD,Delta-aminolevulinic acid dehydratase,M13928,P13716
DB02272,Porphobilinogen,ALAD,Delta-aminolevulinic acid dehydratase,M13928,P13716
DB02878,3-(2-Aminoethyl)-4-(Aminomethyl)Heptanedioic Acid,ALAD,Delta-aminolevulinic acid dehydratase,M13928,P13716
DB04560,"4,7-Dioxosebacic Acid",ALAD,Delta-aminolevulinic acid dehydratase,M13928,P13716
DB04781,5-hydroxyvaleric acid,ALAD,Delta-aminolevulinic acid dehydratase,M13928,P13716
DB00157,NADH,HSD3B1,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1,M27137,P14060
DB01108,Trilostane,HSD3B1,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1,M27137,P14060
DB01536,4-Androstenedione,HSD3B1,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1,M27137,P14060
DB00123,L-Lysine,SLC7A4,Cationic amino acid transporter 4,AJ000730,O43246
DB00125,L-Arginine,SLC7A4,Cationic amino acid transporter 4,AJ000730,O43246
DB00129,L-Ornithine,SLC7A4,Cationic amino acid transporter 4,AJ000730,O43246
DB00233,Aminosalicylic Acid,folK,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase,BX842583,P64143
DB00145,Glycine,GLRB,Glycine receptor subunit beta,U33267,P48167
DB00431,Lindane,GLRB,Glycine receptor subunit beta,U33267,P48167
DB00336,Nitrofural,mdh,Malate dehydrogenase,Y00129,P61889
DB00558,Zanamivir,NA,Neuraminidase,K01150,P06818
DB06614,Peramivir,NA,Neuraminidase,K01150,P06818
DB00786,Marimastat,Matrix metalloproteinase-9,,177205,J05070
DB01017,Minocycline,Matrix metalloproteinase-9,,177205,J05070
DB01197,Captopril,Matrix metalloproteinase-9,,177205,J05070
DB01296,Glucosamine,Matrix metalloproteinase-9,,177205,J05070
DB01949,"2-Amino-N,3,3-Trimethylbutanamide",Matrix metalloproteinase-9,,177205,J05070
DB03683,2-{[Formyl(Hydroxy)Amino]Methyl}-4-Methylpentanoic Acid,Matrix metalloproteinase-9,,177205,J05070
DB05387,NULL,Matrix metalloproteinase-9,,177205,J05070
DB05495,NULL,Matrix metalloproteinase-9,,177205,J05070
DB07117,"5-(4-PHENOXYPHENYL)-5-(4-PYRIMIDIN-2-YLPIPERAZIN-1-YL)PYRIMIDINE-2,4,6(2H,3H)-TRIONE",Matrix metalloproteinase-9,,177205,J05070
DB07246,"(2R)-2-AMINO-3,3,3-TRIFLUORO-N-HYDROXY-2-{[(4-PHENOXYPHENYL)SULFONYL]METHYL}PROPANAMIDE",Matrix metalloproteinase-9,,177205,J05070
DB07285,"(3R)-4,4-DIFLUORO-3-[(4-METHOXYPHENYL)SULFONYL]BUTANOIC ACID",Matrix metalloproteinase-9,,177205,J05070
DB00157,NADH,HSD3B2,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2,M67466,P26439
DB01108,Trilostane,HSD3B2,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2,M67466,P26439
DB00126,Vitamin C,P4HA1,Prolyl 4-hydroxylase subunit alpha-1,M24486,P13674
DB00139,Succinic acid,P4HA1,Prolyl 4-hydroxylase subunit alpha-1,M24486,P13674
DB00172,L-Proline,P4HA1,Prolyl 4-hydroxylase subunit alpha-1,M24486,P13674
DB01275,Hydralazine,P4HA1,Prolyl 4-hydroxylase subunit alpha-1,M24486,P13674
DB00470,Dronabinol,CNR1,Cannabinoid receptor 1,X54937,P21554
DB00486,Nabilone,CNR1,Cannabinoid receptor 1,X54937,P21554
DB05077,NULL,CNR1,Cannabinoid receptor 1,X54937,P21554
DB05201,NULL,CNR1,Cannabinoid receptor 1,X54937,P21554
DB05372,NULL,CNR1,Cannabinoid receptor 1,X54937,P21554
DB05750,NULL,CNR1,Cannabinoid receptor 1,X54937,P21554
DB06155,Rimonabant,CNR1,Cannabinoid receptor 1,X54937,P21554
DB00177,Valsartan,AGTR1,Type-1 angiotensin II receptor,M91464,P30556
DB00275,Olmesartan,AGTR1,Type-1 angiotensin II receptor,M91464,P30556
DB00678,Losartan,AGTR1,Type-1 angiotensin II receptor,M91464,P30556
DB00796,Candesartan,AGTR1,Type-1 angiotensin II receptor,M91464,P30556
DB00876,Eprosartan,AGTR1,Type-1 angiotensin II receptor,M91464,P30556
DB00966,Telmisartan,AGTR1,Type-1 angiotensin II receptor,M91464,P30556
